Category,Location,Map,Names,Permit
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t121 Catoctin CIR SW LEESBURG, VA 20175']","http://maps.google.com/maps?q=121 Catoctin CIR SW LEESBURG, VA 20175",11053-Vendor-PHAN NGUYEN,?a=inspections&permitID=188747
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7216 Eventston RD SPRINGFIELD, VA 22150']","http://maps.google.com/maps?q=7216 Eventston RD SPRINGFIELD, VA 22150",11055-Vendor-HALAL GRILL #1- Truck,?a=inspections&permitID=188370
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t670 Stower DR APT 10 ALEXANDRIA, VA 22306']","http://maps.google.com/maps?q=670 Stower DR ALEXANDRIA, VA 22306",11057-Vendor-DC KABOB & GRILL-TRUCK,?a=inspections&permitID=188234
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t14504 GEORGIA AVE ROCKVILLE, MD 20853']","http://maps.google.com/maps?q=14504 GEORGIA AVE ROCKVILLE, MD 20853",11059-Vendor-FEELIN' CRABBY #2,?a=inspections&permitID=172645
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3943 Lincolnshire ST ANNANDALE, VA 22003']","http://maps.google.com/maps?q=3943 Lincolnshire ST ANNANDALE, VA 22003",11060-Vendor-Lap Phan,?a=inspections&permitID=188394
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7204 Carol LN FALLS CHURCH, VA 22042']","http://maps.google.com/maps?q=7204 Carol LN FALLS CHURCH, VA 22042",11073-Vendor-Phuoc Nguyen,?a=inspections&permitID=188454
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2725 CONNECTICUT AVE WASHINGTON, DC 20008']","http://maps.google.com/maps?q=2725 CONNECTICUT AVE WASHINGTON, DC 20008",11097-Vendor-SANG ON WHEELS,?a=inspections&permitID=187859
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3801 GEORGIA AVE NW APT 1 WASHINGTON, DC 20011']","http://maps.google.com/maps?q=3801 GEORGIA AVE NW WASHINGTON, DC 20011",11101-Vendor-NEATMEAT DC,?a=inspections&permitID=172718
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t46352 SHEEL TER STERLING, VA 20165']","http://maps.google.com/maps?q=46352 SHEEL TER STERLING, VA 20165",11102 - Vendor - URBAN POUTINE - TRUCK,?a=inspections&permitID=188303
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3517 DAKOTA S AVE NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=3517 DAKOTA S AVE NE WASHINGTON, DC 20018",11103-Vendor-SEAFOOD SUBS & SIDES - TRUCK,?a=inspections&permitID=188278
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2801 ENTERPRISE RD BOWIE, MD 20721']","http://maps.google.com/maps?q=2801 ENTERPRISE RD BOWIE, MD 20721",11104-Vendor-PARS KABOB #4-TRUCK,?a=inspections&permitID=188356
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t519 Pelican AVE GAITHERSBURG, MD 20877']","http://maps.google.com/maps?q=519 Pelican AVE GAITHERSBURG, MD 20877",11105-Vendor-Bubble Tea Licious #2,?a=inspections&permitID=188393
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1421 TRINIDAD AVE NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1421 TRINIDAD AVE NE WASHINGTON, DC 20002",11110-Vendor- PUDDIN 2,?a=inspections&permitID=148094
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4150 TALON DR DUMFRIES, VA 22025']","http://maps.google.com/maps?q=4150 TALON DR DUMFRIES, VA 22025",11121-KABOB AND CURRY-Truck,?a=inspections&permitID=188452
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t196 NORMANDY HILL DR ALEXANDRIA, VA 22304']","http://maps.google.com/maps?q=196 NORMANDY HILL DR ALEXANDRIA, VA 22304",11122-Vendor-THE CUTLETS-Truck,?a=inspections&permitID=188376
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7607 Crosgrove PL SPRINGFIELD, VA 22151']","http://maps.google.com/maps?q=7607 Crosgrove PL SPRINGFIELD, VA 22151",11123-Vendor-Hai-Au T. Nguyen,?a=inspections&permitID=188439
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7204 CAROL LN FALLS CHURCH, VA 22042']","http://maps.google.com/maps?q=7204 CAROL LN FALLS CHURCH, VA 22042",11124-DELICIOUS HOTDOG-Truck,?a=inspections&permitID=188413
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6239 64TH AVE APT 1 RIVERDALE, MD 20737']","http://maps.google.com/maps?q=6239 64TH AVE RIVERDALE, MD 20737",11125-Vendor-OLD KITCHEN-truck,?a=inspections&permitID=188263
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t923 van dorn N ST FALLS CHURCH, VA 22041']","http://maps.google.com/maps?q=923 van dorn N ST FALLS CHURCH, VA 22041",11126-Vendor-Adama Nichols,?a=inspections&permitID=188497
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t12540 RICKWOOD CT BRISTOW, VA 20136']","http://maps.google.com/maps?q=12540 RICKWOOD CT BRISTOW, VA 20136",11128-Vendor_HALAL KITCHEN-Truck,?a=inspections&permitID=188515
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t12408 ROUND TREE LN BOWIE, MD 20715']","http://maps.google.com/maps?q=12408 ROUND TREE LN BOWIE, MD 20715",11129-Vendor_HARDY'S BBQ,?a=inspections&permitID=188516
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t9906 OAKDALE WOODS CT VIENNA, VA 22181']","http://maps.google.com/maps?q=9906 OAKDALE WOODS CT VIENNA, VA 22181",11131-Vendor-SENOR TACO DC CHICKEN FILA #3-Truck,?a=inspections&permitID=188517
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t500 LINCOLN ST ROCKVILLE, MD 20850']","http://maps.google.com/maps?q=500 LINCOLN ST ROCKVILLE, MD 20850",11132-Vendor-LATIN CORNER-Truck,?a=inspections&permitID=188041
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1049 BRIXTON CT APT A STERLING, VA 20164']","http://maps.google.com/maps?q=1049 BRIXTON CT STERLING, VA 20164",11133-Vendor-NAKED PIZZA,?a=inspections&permitID=188521
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t460 CARLIN SPRINGS S RD ARLINGTON, VA 22204']","http://maps.google.com/maps?q=460 CARLIN SPRINGS S RD ARLINGTON, VA 22204",11134-Vendor-STEAK AND KABOB HOUSE-TRUCK,?a=inspections&permitID=188451
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1500 MASS. AVE NW APT 757 WASHINGTON, DC 20005']","http://maps.google.com/maps?q=1500 MASS. AVE NW WASHINGTON, DC 20005",11135-Vendor-GODINE PEGRO,?a=inspections&permitID=188575
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6063 MUNSON HILL RD FALLS CHURCH, VA 22044']","http://maps.google.com/maps?q=6063 MUNSON HILL RD FALLS CHURCH, VA 22044",11136-Vendor-WASHINGTON KABOB & INDIAN CUISINE #2-,?a=inspections&permitID=188553
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1929 KENNEDY DR MC LEAN, VA 22102']","http://maps.google.com/maps?q=1929 KENNEDY DR MC LEAN, VA 22102",11137-Vendor-T&K; FRESH FOOD - TRUCK,?a=inspections&permitID=188624
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3125 GLEN CARLYN RD FALLS CHURCH, VA 22041']","http://maps.google.com/maps?q=3125 GLEN CARLYN RD FALLS CHURCH, VA 22041",11138-Vendor-ROSA DO,?a=inspections&permitID=188625
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7802 DASSET CT APT 302 ANNANDALE, VA 22003']","http://maps.google.com/maps?q=7802 DASSET CT ANNANDALE, VA 22003",11139-Vendor-PERUVIAN BROTHERS #3-TRUCK,?a=inspections&permitID=188574
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t8206 Roanok AVE APT 204 SILVER SPRING, MD 20912']","http://maps.google.com/maps?q=8206 Roanok AVE SILVER SPRING, MD 20912",11141-Vendor-Natsanet Tecle,?a=inspections&permitID=188632
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4527 7th ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=4527 7th ST NE WASHINGTON, DC 20017",11142-Vendor -Ice Cream 247,?a=inspections&permitID=188468
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2841 ANDIRON LN VIENNA, VA 22180']","http://maps.google.com/maps?q=2841 ANDIRON LN VIENNA, VA 22180",11145-Vendor-STEAKS R US-TRUCK,?a=inspections&permitID=188958
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t14318 MONTVERD CT CENTREVILLE, VA 20121']","http://maps.google.com/maps?q=14318 MONTVERD CT CENTREVILLE, VA 20121",11146-Vendor-BIBI JA #2-TRUCK,?a=inspections&permitID=188709
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6251 SHACKELFORD TER ALEXANDRIA, VA 22312']","http://maps.google.com/maps?q=6251 SHACKELFORD TER ALEXANDRIA, VA 22312",11148-Vendor-DC POLLO #4-TRUCK,?a=inspections&permitID=188691
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5597 SEMINARY RD FALLS CHURCH, VA 22041']","http://maps.google.com/maps?q=5597 SEMINARY RD FALLS CHURCH, VA 22041",11149-Vendor-BEST KABOB-TRUCK#2,?a=inspections&permitID=188697
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4021 9TH ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=4021 9TH ST NW WASHINGTON, DC 20011",11150-Vendor-MEXICAN GRILL FLAVOR-TRUCK,?a=inspections&permitID=188681
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t9245 EDGEMAR WOODS CT LORTON, VA 22079']","http://maps.google.com/maps?q=9245 EDGEMAR WOODS CT LORTON, VA 22079",11152-Vendor-KING OF GYRO-TRUCK,?a=inspections&permitID=188723
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2450 VIRGINIA AVE NW WASHINGTON, DC 20037']","http://maps.google.com/maps?q=2450 VIRGINIA AVE NW WASHINGTON, DC 20037",11153-Vendor-OY VEY GOURMET BROOKLYN SANDWICH CO-T,?a=inspections&permitID=188674
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5013 FILLMORE AVE ALEXANDRIA, VA 22311']","http://maps.google.com/maps?q=5013 FILLMORE AVE ALEXANDRIA, VA 22311",11154-Vendor-THAI BELLIES BUDDY-TRUCK,?a=inspections&permitID=188675
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2705 ARLINGTON DR ALEXANDRIA, VA 22306']","http://maps.google.com/maps?q=2705 ARLINGTON DR ALEXANDRIA, VA 22306",11155-Vendor-REAL TASTE-TRUCK,?a=inspections&permitID=188734
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7306 OXON HILL RD FOREST HEIGHTS, MD 20745']","http://maps.google.com/maps?q=7306 OXON HILL RD FOREST HEIGHTS, MD 20745",11156-Vendor-SAVORY BITE-TRUCK,?a=inspections&permitID=188664
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t811 Lace Woon TER HYATTSVILLE, MD 20785']","http://maps.google.com/maps?q=811 Lace Woon TER HYATTSVILLE, MD 20785",11158-Vendoro OMOKEHINDE OGUNBOR-TRUCK,?a=inspections&permitID=188725
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4949 AMERICANA DR ANNANDALE, VA 22003']","http://maps.google.com/maps?q=4949 AMERICANA DR ANNANDALE, VA 22003",11159 - Vendor - TACO RITO - TRUCK,?a=inspections&permitID=188280
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t307 YOAKUM PKWY ALEXANDRIA, VA 22304']","http://maps.google.com/maps?q=307 YOAKUM PKWY ALEXANDRIA, VA 22304",11160-Vendor-CHEF ALEX #2-TRUCK,?a=inspections&permitID=188676
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1110 CONGRESS ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1110 CONGRESS ST NE WASHINGTON, DC 20002",11161-Vendor-PEOPLE'S BAO-TRUCK,?a=inspections&permitID=188710
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1205 WARE ST VIENNA, VA 22180']","http://maps.google.com/maps?q=1205 WARE ST VIENNA, VA 22180",11162-Vendor-DISTRICT BBQ & SOUL-TRUCK,?a=inspections&permitID=189102
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6413 ROCK FORREST DR BETHESDA, MD 20817']","http://maps.google.com/maps?q=6413 ROCK FORREST DR BETHESDA, MD 20817",11163-Vendor-SAFFRON FOOD LOVERS-TRUCK,?a=inspections&permitID=189154
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4003 SATIRE CT FREDERICKSBURG, VA 22408']","http://maps.google.com/maps?q=4003 SATIRE CT FREDERICKSBURG, VA 22408",11165-Vendor-BAHYA BURGER-TRUCK,?a=inspections&permitID=188805
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3603 PAUL ST ALEXANDRIA, VA 22311']","http://maps.google.com/maps?q=3603 PAUL ST ALEXANDRIA, VA 22311",11166-Vendor-MIDTOWN GYROS-TRUCK,?a=inspections&permitID=188838
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1851 WIGGLESWORTHY WAY WOODBRIDGE, VA 22191']","http://maps.google.com/maps?q=1851 WIGGLESWORTHY WAY WOODBRIDGE, VA 22191",11170-Vendor-TROPIC BURGER-TRUCK,?a=inspections&permitID=188744
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5912 ERVING ST SPRINGFIELD, VA 22150']","http://maps.google.com/maps?q=5912 ERVING ST SPRINGFIELD, VA 22150",11177-Vendor-Hai Nguyen,?a=inspections&permitID=188368
[u'\r\n\t\t\t\tType: Unknown \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2130 H ST NW WASHINGTON, DC 20003']","http://maps.google.com/maps?q=2130 H ST NW WASHINGTON, DC 20003",11178-TASTY KABOB & GYRO INC,?a=inspections&permitID=188828
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t221 UPSHUR ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=221 UPSHUR ST NW WASHINGTON, DC 20011",11179-Vendor-HOUSE OF FALAFEL,?a=inspections&permitID=172535
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3137 SOUTHGATE DR ALEXANDRIA, VA 22306']","http://maps.google.com/maps?q=3137 SOUTHGATE DR ALEXANDRIA, VA 22306",11182-Vendor-ROYAL CHICKEN #2-TRUCK,?a=inspections&permitID=188102
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5507 Holmes run PKWY ALEXANDRIA, VA 22306']","http://maps.google.com/maps?q=5507 Holmes run PKWY ALEXANDRIA, VA 22306",11184-Vendor-KABOB VILLAGE,?a=inspections&permitID=188351
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1220 12th ST NW APT 14 WASHINGTON, DC 20005']","http://maps.google.com/maps?q=1220 12th ST NW WASHINGTON, DC 20005",11186-Vendor-Senait Siyoum,?a=inspections&permitID=172529
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1611 T ST SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1611 T ST SE WASHINGTON, DC 20020",11189-Vendor-ORANGE COW,?a=inspections&permitID=172858
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t14307 Rosetree CT SILVER SPRING, MD 20906']","http://maps.google.com/maps?q=14307 Rosetree CT SILVER SPRING, MD 20906",11198-Vendor-Far East Taco Grille-#3,?a=inspections&permitID=188361
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2444 WISCONSIN AVE NW WASHINGTON, DC 20007']","http://maps.google.com/maps?q=2444 WISCONSIN AVE NW WASHINGTON, DC 20007",11212-Vendor - SURFSIDE - Truck,?a=inspections&permitID=187584
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t13310 Jasper RD FAIRFAX, VA 22033']","http://maps.google.com/maps?q=13310 Jasper RD FAIRFAX, VA 22033",11214-Vendor-Kraving,?a=inspections&permitID=188486
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1639 Irvin ST VIENNA, VA 22182']","http://maps.google.com/maps?q=1639 Irvin ST VIENNA, VA 22182",11215 - Vendor - Kimichi BBQ Tacos,?a=inspections&permitID=188379
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2381 DAVE S ST ALEXANDRIA, VA 22314']","http://maps.google.com/maps?q=2381 DAVE S ST ALEXANDRIA, VA 22314",11220-Vendor-POPPED REPUBLIC-TRUCK,?a=inspections&permitID=187472
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5807 NORHAM DR ALEXANDRIA, VA 22315']","http://maps.google.com/maps?q=5807 NORHAM DR ALEXANDRIA, VA 22315",11225-DC Slices #2-THOMAS MCDONALD,?a=inspections&permitID=188555
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3137 Southgate DR APT 12 ALEXANDRIA, VA 22306']","http://maps.google.com/maps?q=3137 Southgate DR ALEXANDRIA, VA 22306",11226-Vendor-ROYAL CHICKEN & GYRO #1-Truck,?a=inspections&permitID=187403
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4116 WHEELER AVE ALEXANDRIA, VA 22304']","http://maps.google.com/maps?q=4116 WHEELER AVE ALEXANDRIA, VA 22304",11227-Vendor-BORINQUEN LUNCH BOX-TRUCK,?a=inspections&permitID=172336
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t8906 BLUE SMOKE DR GAITHERSBURG, MD 20879']","http://maps.google.com/maps?q=8906 BLUE SMOKE DR GAITHERSBURG, MD 20879",11228-Vendor-MIGHTY DOG & ACAI,?a=inspections&permitID=172523
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t205 FAIRBANKS DR APT 138 GAITHERSBURG, MD 20877']","http://maps.google.com/maps?q=205 FAIRBANKS DR GAITHERSBURG, MD 20877",11229-Vendor-TEMPO DI PASTA-TRUCK,?a=inspections&permitID=187502
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t9001 ASH MEADOW CT LORTON, VA 22079']","http://maps.google.com/maps?q=9001 ASH MEADOW CT LORTON, VA 22079",11232-Vendor-FALAFAL WBAS,?a=inspections&permitID=188448
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4 BLACKPOOL CIR WALDORF, MD 20602']","http://maps.google.com/maps?q=4 BLACKPOOL CIR WALDORF, MD 20602",11233-Vendor-FLAVORS ON WHEELS-truck,?a=inspections&permitID=188266
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1339 H ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1339 H ST NE WASHINGTON, DC 20002",11234-Vendor-DANGEROUSLY DELICIOUS PIES #2 - TRUCK,?a=inspections&permitID=188279
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t42230 VIOLET MIST TER ARCOLA, VA 20148']","http://maps.google.com/maps?q=42230 VIOLET MIST TER ARCOLA, VA 20148",11235 - Vendor - GYRO BROTHERS-TRUCK,?a=inspections&permitID=188331
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1832 GILES CT WOODBRIDGE, VA 22191']","http://maps.google.com/maps?q=1832 GILES CT WOODBRIDGE, VA 22191",11236-Vendor-HOME RUN CUISINE-TRUCK,?a=inspections&permitID=188352
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t13104 TAZANARI WAY APT 304 WOODBRIDGE, VA 22192']","http://maps.google.com/maps?q=13104 TAZANARI WAY WOODBRIDGE, VA 22192",11239-Vendor-DC'S COOK DOOR-TRUCK,?a=inspections&permitID=188044
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1101 LOPEZ LN HERNDON, VA 20170']","http://maps.google.com/maps?q=1101 LOPEZ LN HERNDON, VA 20170",11240-Vendor-TAPAS #2-truck,?a=inspections&permitID=188264
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t144 MICHIGAN AVE NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=144 MICHIGAN AVE NE WASHINGTON, DC 20017",11241-Vendor-YASMINA MOHAMED-cart,?a=inspections&permitID=188245
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7403 ENGLWOOD PL UNIT 40 ANNANDALE, VA 22003']","http://maps.google.com/maps?q=7403 ENGLWOOD PL ANNANDALE, VA 22003",11242-Vendor-PHILADELPHIA STEAK BITES-Truck,?a=inspections&permitID=188332
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1794 COLUMBIA RD NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=1794 COLUMBIA RD NW WASHINGTON, DC 20009",11243-Vendor_DONBURI- TRUCK,?a=inspections&permitID=188336
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t601 HIMES AVE FREDERICK, MD 21703']","http://maps.google.com/maps?q=601 HIMES AVE FREDERICK, MD 21703",11244 - Vendor -Best Taste - TRUCK,?a=inspections&permitID=188341
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6647 TOWER DR ALEXANDRIA, VA 22306']","http://maps.google.com/maps?q=6647 TOWER DR ALEXANDRIA, VA 22306",11245-Vendor-CURRY HOUSE-truck,?a=inspections&permitID=188153
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1336 CHESHIRE LN BEL AIR, MD 21014']","http://maps.google.com/maps?q=1336 CHESHIRE LN BEL AIR, MD 21014",11246-Vendor-CROSSROADS BISTRO,?a=inspections&permitID=188767
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4620 Backlick RD ANNANDALE, VA 22003']","http://maps.google.com/maps?q=4620 Backlick RD ANNANDALE, VA 22003",11251-Vendor-TONY TRI NGUYEN,?a=inspections&permitID=187853
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6211 Addison RD CAPITOL HEIGHTS, MD 20743']","http://maps.google.com/maps?q=6211 Addison RD CAPITOL HEIGHTS, MD 20743",11255-Vendor-CHICK-FIL-A-#2608,?a=inspections&permitID=187295
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2028 GREENWICH ST FALLS CHURCH, VA 22043']","http://maps.google.com/maps?q=2028 GREENWICH ST FALLS CHURCH, VA 22043",11257-Vendor-TIZON LATINO AMERICAN FOOD,?a=inspections&permitID=187888
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7210 GARY RD UNIT F MANASSAS, VA 20109']","http://maps.google.com/maps?q=7210 GARY RD MANASSAS, VA 20109",11258-Vendor-MISO HONEY-TRUCK,?a=inspections&permitID=187879
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t19724 MAYHILL TER GAITHERSBURG, MD 20879']","http://maps.google.com/maps?q=19724 MAYHILL TER GAITHERSBURG, MD 20879",11260-Vendor-Kabob Square #1,?a=inspections&permitID=188484
