Category,Location,Map,Names,Permit
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5237 KENILWORTH AVE HYATTSVILLE, MD 20781']","http://maps.google.com/maps?q=5237 KENILWORTH AVE HYATTSVILLE, MD 20781",11261-Vendor-SALIEU WURIE-TRUCK,?a=inspections&permitID=187465
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2619 COLUMBIA PIKE ARLINGTON, VA 22204']","http://maps.google.com/maps?q=2619 COLUMBIA PIKE ARLINGTON, VA 22204",11263-Vendor-VOODOO CHICKEN-TRUCK,?a=inspections&permitID=187770
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t439 ARMISTEAD N ST APT 4 ALEXANDRIA, VA 22312']","http://maps.google.com/maps?q=439 ARMISTEAD N ST ALEXANDRIA, VA 22312",11265-Vendor-SMILE GRILL,?a=inspections&permitID=187774
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6368 RACETEC PL SPRINGFIELD, VA 22150']","http://maps.google.com/maps?q=6368 RACETEC PL SPRINGFIELD, VA 22150",11266-Vendor-FELFELA-TRUCK,?a=inspections&permitID=187775
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2500 Van Dorn N ST APT 1208 ALEXANDRIA, VA 22302']","http://maps.google.com/maps?q=2500 Van Dorn N ST ALEXANDRIA, VA 22302",11267-Vendor-Manhat Pizza,?a=inspections&permitID=188404
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t12311 Bonmot PL REISTERSTOWN, MD 21136']","http://maps.google.com/maps?q=12311 Bonmot PL REISTERSTOWN, MD 21136",11272-Vendor-NOUREDDINE EL GHAZOUANI,?a=inspections&permitID=187414
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t440 L ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=440 L ST NW WASHINGTON, DC 20001",11273-Vendor-SIXES & SEVENS-TRUCK,?a=inspections&permitID=188048
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7020 Ordway RD CENTREVILLE, VA 20120']","http://maps.google.com/maps?q=7020 Ordway RD CENTREVILLE, VA 20120",11276-VENDOR-TASTY KABOB YUMPLING #2,?a=inspections&permitID=188860
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6914 VILLA DEL REY CT SPRINGFIELD, VA 22150']","http://maps.google.com/maps?q=6914 VILLA DEL REY CT SPRINGFIELD, VA 22150",11278-Vendor-CHIKEN FRENZY,?a=inspections&permitID=188042
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5850 CAMERON RUN TER APT 1423 ALEXANDRIA, VA 22303']","http://maps.google.com/maps?q=5850 CAMERON RUN TER ALEXANDRIA, VA 22303",11279-Vendor-BEST KABOB-truck,?a=inspections&permitID=187503
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2801 ENTERPRISE RD BOWIE, MD 20721']","http://maps.google.com/maps?q=2801 ENTERPRISE RD BOWIE, MD 20721",11280-Vendor-TASTE OF PERSIA - TRUCK,?a=inspections&permitID=188272
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1305 Wisconsin AVE NW WASHINGTON, DC 20007']","http://maps.google.com/maps?q=1305 Wisconsin AVE NW WASHINGTON, DC 20007",11284-Vendor-Muncheez Express,?a=inspections&permitID=188232
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5060 HARFORD LN BURKE, VA 22015']","http://maps.google.com/maps?q=5060 HARFORD LN BURKE, VA 22015",11285-Vendor-KBBQ BOX,?a=inspections&permitID=187520
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t618 BLANFORD ST ROCKVILLE, MD 20850']","http://maps.google.com/maps?q=618 BLANFORD ST ROCKVILLE, MD 20850",11288-Vendor-SPICY GRILL truck,?a=inspections&permitID=187464
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4663 BUCKHORN RDG FAIRFAX, VA 22030']","http://maps.google.com/maps?q=4663 BUCKHORN RDG FAIRFAX, VA 22030",11292-Vendor-KOR-B-QUE #2-TRUCK,?a=inspections&permitID=187468
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6446 GAINER ST ANNANDALE, VA 22003']","http://maps.google.com/maps?q=6446 GAINER ST ANNANDALE, VA 22003",11295-Vendor-SAKURA RAMEN FOOD-TRUCK,?a=inspections&permitID=187511
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3911 14th ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=3911 14th ST NW WASHINGTON, DC 20011",11297-Vendor_ EL SOL,?a=inspections&permitID=188191
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5702 LARPIN LN ALEXANDRIA, VA 22310']","http://maps.google.com/maps?q=5702 LARPIN LN ALEXANDRIA, VA 22310",11303-Vendor-NEGMEIDIN HASSAN,?a=inspections&permitID=172847
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5597 SEMINARY RD FALLS CHURCH, VA 22041']","http://maps.google.com/maps?q=5597 SEMINARY RD FALLS CHURCH, VA 22041",11315-Vendor-Eman Sorour,?a=inspections&permitID=188487
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5580 ASCOT CT ALENXANDER, VA 22041']","http://maps.google.com/maps?q=5580 ASCOT CT ALENXANDER, VA 22041",11316-Vendor-Manal Sorour,?a=inspections&permitID=172515
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6659 Tower Draptio ALEXANDRIA, VA 22306']","http://maps.google.com/maps?q=6659 Tower Draptio ALEXANDRIA, VA 22306",11317-VENDOR - Punjab Curry House#1-Truck,?a=inspections&permitID=188053
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5506 WASHINGTON BLVD ARLINGTON, VA 22205']","http://maps.google.com/maps?q=5506 WASHINGTON BLVD ARLINGTON, VA 22205",11319-Vendor-SMOKING KOW BBQ,?a=inspections&permitID=187924
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3555 GEORGIA AVE NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=3555 GEORGIA AVE NW WASHINGTON, DC 20011",11320-Vendor-FIREMAN'S CAFE-Truck,?a=inspections&permitID=187962
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6415 Arlington BLVD FALLS CHURCH, VA 22042']","http://maps.google.com/maps?q=6415 Arlington BLVD FALLS CHURCH, VA 22042",11321-Vendor-DAVID M. LE,?a=inspections&permitID=187951
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2801 ENTERPRISE RD BOWIE, MD 20721']","http://maps.google.com/maps?q=2801 ENTERPRISE RD BOWIE, MD 20721",11323-Vendor-PARS KABOB #3-Truck,?a=inspections&permitID=187474
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7698 WOLFORD WAY LORTON, VA 22079']","http://maps.google.com/maps?q=7698 WOLFORD WAY LORTON, VA 22079",11324-Vendor-BROCHETTES DE FRANCE,?a=inspections&permitID=187513
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1408 14TH ST NW WASHINGTON, DC 20005']","http://maps.google.com/maps?q=1408 14TH ST NW WASHINGTON, DC 20005",11326-Vendor-SOL MEXICAN GRILL #1-TRUCK,?a=inspections&permitID=148054
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6251 SHACKELFORD TER ALEXANDRIA, VA 22312']","http://maps.google.com/maps?q=6251 SHACKELFORD TER ALEXANDRIA, VA 22312",11327-Vendor-TACOS MATADORES #2-TRUCK,?a=inspections&permitID=189101
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1001 FELL ST BALTIMORE, MD 21231']","http://maps.google.com/maps?q=1001 FELL ST BALTIMORE, MD 21231",11328-Vendor-CHARMING NAMAD-TRUCK,?a=inspections&permitID=189103
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2711 LANGSTON PL SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2711 LANGSTON PL SE WASHINGTON, DC 20020",11329-Vendor-ICE CREAM TRUCK-TRUCK,?a=inspections&permitID=188738
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6639 BRIARLEIGH WAY ALEXANDRIA, VA 22315']","http://maps.google.com/maps?q=6639 BRIARLEIGH WAY ALEXANDRIA, VA 22315",11330-Vendor-HIMALAYAN SOUL FOODS-TRUCK,?a=inspections&permitID=188731
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3305 WORTHMOUT RD BALTIMORE, MD 21244']","http://maps.google.com/maps?q=3305 WORTHMOUT RD BALTIMORE, MD 21244",11331-Vendor-MR. COOL-TRUCK,?a=inspections&permitID=189100
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4501 BIRCHTREE LN TEMPLE HILLS, MD 20748']","http://maps.google.com/maps?q=4501 BIRCHTREE LN TEMPLE HILLS, MD 20748",11331-Vendor-STAR SNACKS #1-TRUCK,?a=inspections&permitID=188733
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t9303 SAINT ANDREWS PL COLLEGE PARK, MD 20740']","http://maps.google.com/maps?q=9303 SAINT ANDREWS PL COLLEGE PARK, MD 20740",11332-Vendor-HONEY'S EMPANADAS-TRUCK,?a=inspections&permitID=189105
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t13503 MINION ST WOODBRIDGE, VA 22192']","http://maps.google.com/maps?q=13503 MINION ST WOODBRIDGE, VA 22192",11333-Vendor-VA KING POLLO-TRUCK,?a=inspections&permitID=188751
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t12249 PENDER CREEK CIR FAIRFAX, VA 22033']","http://maps.google.com/maps?q=12249 PENDER CREEK CIR FAIRFAX, VA 22033",11334-Vendor-QUICK BITE,?a=inspections&permitID=188755
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t12525 PERRY WOOD LN DUNKIRK, MD 20754']","http://maps.google.com/maps?q=12525 PERRY WOOD LN DUNKIRK, MD 20754",11335-Vendor-STAR SNACKS #3-TRUCK,?a=inspections&permitID=188907
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6038 Richmond HWY ALEXANDRIA, VA 22303']","http://maps.google.com/maps?q=6038 Richmond HWY ALEXANDRIA, VA 22303",11336-Vendor - TWIN APPLE #1-TRUCK,?a=inspections&permitID=189063
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3413 CARLYN HILL DR FALLS CHURCH, VA 22041']","http://maps.google.com/maps?q=3413 CARLYN HILL DR FALLS CHURCH, VA 22041",11337-Vendor-D.C. BEST KABOB,?a=inspections&permitID=188750
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6510 GREY LEDGE CT ALEXANDRIA, VA 22310']","http://maps.google.com/maps?q=6510 GREY LEDGE CT ALEXANDRIA, VA 22310",11338-Vendor-MED GOURMET-TRUCK,?a=inspections&permitID=188665
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6166 LEESBURG PIKE FALLS CHURCH, VA 22044']","http://maps.google.com/maps?q=6166 LEESBURG PIKE FALLS CHURCH, VA 22044",11339-Vendor-SUMMER GRILL-TRUCK,?a=inspections&permitID=188798
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t8614 11th AVE SILVER SPRING, MD 20903']","http://maps.google.com/maps?q=8614 11th AVE SILVER SPRING, MD 20903",11340-Vendor-SHEWAYE DOSENAW-CART,?a=inspections&permitID=188633
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3760 TONBRIDGE PL WOODBRIDGE, VA 22192']","http://maps.google.com/maps?q=3760 TONBRIDGE PL WOODBRIDGE, VA 22192",11341-Vendor-JANA'S KITCHEN-TRUCK,?a=inspections&permitID=188727
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4816 WAKEFIELD CHAPEL RD ANNANDALE, VA 22003']","http://maps.google.com/maps?q=4816 WAKEFIELD CHAPEL RD ANNANDALE, VA 22003",11342-Vendor- DANG HANH THI NGOC -TRUCK,?a=inspections&permitID=188803
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1408 14TH ST NW WASHINGTON, DC 20005']","http://maps.google.com/maps?q=1408 14TH ST NW WASHINGTON, DC 20005",11343-Vendor-SOL MEXICAN GRILL #4-TRUCK,?a=inspections&permitID=188841
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t10011 AVENEL FARM DR ROCKVILLE, MD 20854']","http://maps.google.com/maps?q=10011 AVENEL FARM DR ROCKVILLE, MD 20854",11344-Vendor-SEVA TRUCK-TRUCK,?a=inspections&permitID=188804
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7408 ALVAH AVE BALTIMORE, MD 21222']","http://maps.google.com/maps?q=7408 ALVAH AVE BALTIMORE, MD 21222",11345-Vendor-BAKR SOUSSAH,?a=inspections&permitID=188840
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2123 CULPEPPER DR WOODBRIDGE, VA 22191']","http://maps.google.com/maps?q=2123 CULPEPPER DR WOODBRIDGE, VA 22191",11349-Vendor-ROCKY SUBS AND WRAPS #2-TRUCK,?a=inspections&permitID=188807
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t227 HANNES ST SILVER SPRING, MD 20901']","http://maps.google.com/maps?q=227 HANNES ST SILVER SPRING, MD 20901",11350-Vendor-GRACIELAS TRUCK #2-TRUCK,?a=inspections&permitID=188842
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1121 ARLINGTON BLVD APT 825 ARLINGTON, VA 22209']","http://maps.google.com/maps?q=1121 ARLINGTON BLVD ARLINGTON, VA 22209",11352-Vendor-SNACK SHACK-BIKE,?a=inspections&permitID=189025
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t19724 MAYHILL TER GAITHERSBURG, MD 20879']","http://maps.google.com/maps?q=19724 MAYHILL TER GAITHERSBURG, MD 20879",11353-Vendor-MEXICANO SQUARE #3-TRUCK,?a=inspections&permitID=188729
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2727 DUCK ST ALEXANDRIA, VA 22314']","http://maps.google.com/maps?q=2727 DUCK ST ALEXANDRIA, VA 22314",11354-Vendor-CREPIANO-TRUCK,?a=inspections&permitID=188753
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5913 MENTANA ST HYATTSVILLE, MD 20784']","http://maps.google.com/maps?q=5913 MENTANA ST HYATTSVILLE, MD 20784",11355-Vendor-ANNIE MAE'S CAFE-TRUCK,?a=inspections&permitID=188801
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t824 BLADENSBURG RD NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=824 BLADENSBURG RD NE WASHINGTON, DC 20002",11356-Vendor-DAISY ARULANANDAM,?a=inspections&permitID=189023
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1611 T ST SE UNIT 2 WASHINGTON, DC 20020']","http://maps.google.com/maps?q=1611 T ST SE WASHINGTON, DC 20020",11357 - VENDOR - ORANGE COW #2,?a=inspections&permitID=189026
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4507 MULLEN LN ANNANDALE, VA 22003']","http://maps.google.com/maps?q=4507 MULLEN LN ANNANDALE, VA 22003",11361-Vendor-EL TIPICO,?a=inspections&permitID=187569
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5511 Colorado AVE NW APT 402 WASHINGTON, DC 20011']","http://maps.google.com/maps?q=5511 Colorado AVE NW WASHINGTON, DC 20011",11362-Vendor-WESTRAY'S FINEST ICE CREAM,?a=inspections&permitID=188527
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1921 KENNEDY DR MC LEAN, VA 22102']","http://maps.google.com/maps?q=1921 KENNEDY DR MC LEAN, VA 22102",11363-Vendor-NOM NOM GOURMET,?a=inspections&permitID=187567
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6203 14TH ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=6203 14TH ST NW WASHINGTON, DC 20011",11364-Vendor-AHHH WAH GWAAN-TRUCK,?a=inspections&permitID=187568
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t12944 TONKA CT WOODBRIDGE, VA 22195']","http://maps.google.com/maps?q=12944 TONKA CT WOODBRIDGE, VA 22195",11365-Vendor-Aziz Sadozai,?a=inspections&permitID=187763
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t8703 SHERIDAN FARMS CT SPRINGFIELD, VA 22152']","http://maps.google.com/maps?q=8703 SHERIDAN FARMS CT SPRINGFIELD, VA 22152",11367-Vendor-AMERICAN & MEDITERRANEAN FOOD-truck,?a=inspections&permitID=187766
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t900 19TH ST NW WASHINGTON, DC 20006']","http://maps.google.com/maps?q=900 19TH ST NW WASHINGTON, DC 20006",11369-Vendor-BONMI #2-TRUCK,?a=inspections&permitID=187725
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t212 P ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=212 P ST NW WASHINGTON, DC 20001",11370-Vendor-Golden Flavors,?a=inspections&permitID=188491
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6038 Richmond HWY ALEXANDRIA, VA 22303']","http://maps.google.com/maps?q=6038 Richmond HWY ALEXANDRIA, VA 22303",11372-Vendor-TWIN APPLE #2-TRUCK,?a=inspections&permitID=189064
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t9929 HENRFCO ST MANASSAS, VA 20109']","http://maps.google.com/maps?q=9929 HENRFCO ST MANASSAS, VA 20109",11373-VENDOR-BOWTIE PASTARIA-TRUCK,?a=inspections&permitID=188658
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t18906 Snow Field CIR GERMANTOWN, MD 20874']","http://maps.google.com/maps?q=18906 Snow Field CIR GERMANTOWN, MD 20874",11375-Vendor-MOUNIR SALEH ICE CREAM-TRUCK,?a=inspections&permitID=188561
[u'\r\n\t\t\t\tType: Unknown \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5006 NASH ST NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=5006 NASH ST NE WASHINGTON, DC 20019",11376-Vendor-TEAM FAISON,?a=inspections&permitID=188768
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t8106 14th AVE APT 3 HYATTSVILLE, MD 20783']","http://maps.google.com/maps?q=8106 14th AVE HYATTSVILLE, MD 20783",11377-Vendor-Zyaka Indian Cuisine,?a=inspections&permitID=188433
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t8110 CREEK VIEW DR SPRINGFIELD, VA 22153']","http://maps.google.com/maps?q=8110 CREEK VIEW DR SPRINGFIELD, VA 22153",11379-Vendor-ROLLING COW-TRUCK,?a=inspections&permitID=187861
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1112 MERRIMAC DR SILVER SPRING, MD 20903']","http://maps.google.com/maps?q=1112 MERRIMAC DR SILVER SPRING, MD 20903",11383-Vendor-DC Ballers #5/Rolling Pizza,?a=inspections&permitID=188657
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1112 MERRIMAC DR SILVER SPRING, MD 20903']","http://maps.google.com/maps?q=1112 MERRIMAC DR SILVER SPRING, MD 20903",11384-Vendor-DC BALLERS/ROAMING ROOSTER - TRUCK,?a=inspections&permitID=188350
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6659 Tower RD APT 10 ALEXANDRIA, VA 22306']","http://maps.google.com/maps?q=6659 Tower RD ALEXANDRIA, VA 22306",11385-Vendor-PUNJAB CURRY HOUSE #3-TRUCK,?a=inspections&permitID=188629
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t11910 BIG BEN BLVD FREDERICKSBURG, VA 22407']","http://maps.google.com/maps?q=11910 BIG BEN BLVD FREDERICKSBURG, VA 22407",11386-Vendor-JERKS OF THE CARRIBEAN-TRUCK,?a=inspections&permitID=187963
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3301 PEACOCK PL ALEXANDRIA, VA 22306']","http://maps.google.com/maps?q=3301 PEACOCK PL ALEXANDRIA, VA 22306",11387-Vendor-LA TANQUENITA-TRUCK,?a=inspections&permitID=187858
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t12249 Pender Creek CIR APT D VIENNA, VA 22181']","http://maps.google.com/maps?q=12249 Pender Creek CIR VIENNA, VA 22181",11388-Vendor-ARSANY ASKANDER,?a=inspections&permitID=187944
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t45 AKIN AVE CAPITOL HEIGHTS, MD 20743']","http://maps.google.com/maps?q=45 AKIN AVE CAPITOL HEIGHTS, MD 20743",11390-Vendor-ERIK & LILI VENDING,?a=inspections&permitID=187964
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7129 Wayne DR ANNANDALE, VA 22003']","http://maps.google.com/maps?q=7129 Wayne DR ANNANDALE, VA 22003",11391-Vendor- NHUNG LE-TRUCK,?a=inspections&permitID=188028
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1106 5TH ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=1106 5TH ST NW WASHINGTON, DC 20001",11393-Vendor-MAKI SHOP-TRUCK,?a=inspections&permitID=188022
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6336 MARTIN LUTHER KING HWY CAPITOL HEIGHTS, MD 20743']","http://maps.google.com/maps?q=6336 MARTIN LUTHER KING HWY CAPITOL HEIGHTS, MD 20743",11394-Vendor-FAT BOB SUGAR SHACK,?a=inspections&permitID=188164
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t307 REYNOLDS S ST APT 220 ALEXANDRIA, VA 22304']","http://maps.google.com/maps?q=307 REYNOLDS S ST ALEXANDRIA, VA 22304",11395-Vendor-KABULI KABOB,?a=inspections&permitID=188043
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t101 Whiting S ST ALEXANDRIA, VA 22304']","http://maps.google.com/maps?q=101 Whiting S ST ALEXANDRIA, VA 22304",11396-Vendor-SAMBAL,?a=inspections&permitID=188233
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5007 Rayburn CT TEMPLE HILLS, MD 20748']","http://maps.google.com/maps?q=5007 Rayburn CT TEMPLE HILLS, MD 20748",11397-Vendor-FRANK RAWLINGS-truck,?a=inspections&permitID=187524
[u'\r\n\t\t\t\tType: Unknown \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t152008215 Beech Monarch CT SPRINGFIELD, VA 22153']","http://maps.google.com/maps?q=152008215 Beech Monarch CT SPRINGFIELD, VA 22153",11612-Vendor-Ahmadullah Osmani,?a=inspections&permitID=188834
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t11109 LUXBERRY CT MANASSAS, VA 20109']","http://maps.google.com/maps?q=11109 LUXBERRY CT MANASSAS, VA 20109",11613-Vendor-STUFFIES-TRUCK,?a=inspections&permitID=188169
[u'\r\n\t\t\t\tType: Mobile Vending \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2614 KENTUCKY AVE , DC ']","http://maps.google.com/maps?q=2614 KENTUCKY AVE, DC ",11614-Vendor-CHIPOTLE FALAFEL-TRUCK,?a=inspections&permitID=187920
